English,Hindi,HinEnglish,Marathi,MarathiEnglish,Tamil,TamilEnglish,Japanese,Romanization
She is very good at playing the violin.,वह वायलिन बजाने में बहुत अच्छी है।,Woh violin bajaane mein bahut acchi hai.,ती व्हायोलिन वाजवण्यात खूप छान आहे।,Tee vhaayolin vaajavnyaat khoop chaan ahe.,அவர் வயலின் வாசிப்பதில் மிகவும் நல்லவர்.,Avar violin vaasippathil mikavum nallavar.,彼女はバイオリンを弾くのがとても上手です。,Kanojo wa baiorin o hiku no ga totemo jouzu desu.
He is very excited about his new bicycle.,वह अपनी नई साइकिल के बारे में बहुत उत्साहित है।,Woh apni nai saikal ke baare mein bahut utsaahit hai.,तो त्याच्या नवनवीन सायकलबद्दल खूप उत्साहित आहे।,To tyachya navanaveen saaykalbaddal khoop utsaahit ahe.,அவர் தனது புதிய மிதிவண்டி குறித்து மிகவும் உற்சாகமாக உள்ளார்.,Avar thanatha puthiya mithivanndi kurithu mikavum urchaagam ullaar.,彼は新しい自転車にとても興奮しています。,Kare wa atarashii jitensha ni totemo koufun shite imasu.
We are going to visit a museum tomorrow.,हम कल एक संग्रहालय देखने जा रहे हैं।,Hum kal ek sangrahalay dekhne ja rahe hain.,आम्ही उद्या एक संग्रहालय पाहणार आहोत।,Aamhi udyaa ek sangrahalay paahnaar aahot.,நாங்கள் நாளை ஒரு அருங்காட்சியகத்தை பார்க்கப் போகிறோம்.,Naangal naalai oru arungaatyiyakathai paarkka pokiroam.,私たちは明日博物館に行きます。,Watashitachi wa ashita hakubutsukan ni ikimasu.
They are planning to start a new hobby.,वे एक नया शौक शुरू करने की योजना बना रहे हैं।,We ek naya shauk shuru karne ki yojana bana rahe hain.,ते एक नवीन छंद सुरू करण्याची योजना आखत आहेत।,Te ek naveen chhand suru karanyaachi yojana aakhat aahot.,அவர்கள் ஒரு புதிய பொழுதுபோக்கை தொடங்க திட்டமிட்டுள்ளனர்.,Avargal oru puthiya pozhudhubokkai thodanga thittamittullaar.,彼らは新しい趣味を始める計画を立てています。,Karera atarashii shumi o hajimeru keikaku o tate te imasu.
She is very happy with her new garden.,वह अपने नए बगीचे से बहुत खुश है।,Woh apne nae bagiche se bahut khush hai.,ती तिच्या नवनवीन बगिच्याने खूप आनंदी आहे।,Tee tichya navanaveen bagichyaane khoop aanandi ahe.,அவர் தனது புதிய தோட்டத்தில் மிகவும் மகிழ்ச்சியாக உள்ளார்.,Avar thanatha puthiya thottathil mikavum makizhchiyaga ullaar.,彼女は新しい庭にとても満足しています。,Kanojo wa atarashii niwa ni totemo manzoku shite imasu.
He is learning to swim.,वह तैरना सीख रहा है।,Woh tairna seekh raha hai.,तो पोहणे शिकत आहे।,To pohne shikat ahe.,அவர் நீச்சல் கற்றுக் கொண்டிருக்கிறார்.,Avar neechal kattuk kondirukkirar.,彼は泳ぐことを学んでいます。,Kare wa oyogu koto o manande imasu.
We are going to have a family reunion.,हम एक परिवारिक पुनर्मिलन करने जा रहे हैं।,Hum ek parivaarik punarmilan karne ja rahe hain.,आम्ही एक कुटुंब पुनर्मिलन करणार आहोत।,Aamhi ek kutumb punarmilan karanaar aahot.,நாங்கள் ஒரு குடும்ப மீள்கூட்டலை நடத்த போகிறோம்.,Naangal oru kutumpa meetkoottalai nadaththa pokiroam.,私たちは家族の再会をする予定です。,Watashitachi wa kazoku no saikai o suru yotei desu.
They are going to celebrate their son's graduation.,वे अपने बेटे की स्नातक उपाधि समारोह मनाने जा रहे हैं।,We apne bete ki snaatak upaadhi samaaroh manaane ja rahe hain.,ते त्यांच्या मुलाच्या पदवी समारंभ साजरा करणार आहेत।,Te tyanya mulaachya padavee samaarambh saajraa karanaar aahot.,அவர்கள் தங்கள் மகனின் பட்டமளிப்பு விழாவை கொண்டாட உள்ளனர்.,Avargal thangal maganin pattamalippu vizhaavai kondadullaar.,彼らは息子の卒業式を祝う予定です。,Karera musuko no sotsugyoushiki o iwau yotei desu.
She is very happy with her new pet.,वह अपने नए पालतू जानवर से बहुत खुश है।,Woh apne nae paaltu jaanvar se bahut khush hai.,ती तिच्या नवनवीन पाळीव प्राण्याने खूप आनंदी आहे।,Tee tichya navanaveen paaleev praanyaane khoop aanandi ahe.,அவர் தனது புதிய செல்லப்பிராணியுடன் மிகவும் மகிழ்ச்சியாக உள்ளார்.,Avar thanatha puthiya sellappiraaniyudan mikavum makizhchiyaga ullaar.,彼女は新しいペットにとても満足しています。,Kanojo wa atarashii petto ni totemo manzoku shite imasu.
He is planning to start a new exercise routine.,वह एक नया व्यायाम दिनचर्या शुरू करने की योजना बना रहा है।,Woh ek naya vyaayam dinacharya shuru karne ki yojana bana raha hai.,तो एक नवीन व्यायाम दिनचर्या सुरू करण्याची योजना आखत आहे।,To ek naveen vyaayam dinacharya suru karanyaachi yojana aakhat ahe.,அவர் ஒரு புதிய உடற்பயிற்சி வழக்கத்தை தொடங்க திட்டமிட்டுள்ளார்.,Avar oru puthiya udarpayirchi vazhakkaith thodanga thittamittullaar.,彼は新しいエクササイズルーティンを始める計画を立てています。,Kare wa atarashii ekusasaizu ruutin o hajimeru keikaku o tate te imasu.
We are going to watch a play at the theater.,हम थिएटर में एक नाटक देखने जा रहे हैं।,Hum theatre mein ek naatak dekhne ja rahe hain.,आम्ही नाट्यगृहात एक नाटक पाहणार आहोत।,Aamhi naatyagruhaat ek naatak paahnaar aahot.,நாங்கள் அரங்கில் ஒரு நாடகத்தை பார்க்கப் போகிறோம்.,Naangal arangil oru naadagathai paarkka pokiroam.,私たちは劇場で劇を見に行きます。,Watashitachi wa gekijou de geki o mi ni ikimasu.
They are going to have a baby shower.,वे एक बेबी शावर करने जा रहे हैं।,We ek baby shower karne ja rahe hain.,ते एक बेबी शावर साजरी करणार आहेत।,Te ek baby shower saajree karanaar aahot.,அவர்கள் ஒரு குழந்தை பிறப்பு விழாவை கொண்டாட உள்ளனர்.,Avargal oru kuzhandhai pirappu vizhaavai kondadullaar.,彼らはベビーシャワーをする予定です。,Karera bebishawaa o suru yotei desu.
